ID,Province,Study_site,Latitude,Longitude,Altitude,MAT,MAP,Soil_fertility,Forest_type,Dominant_species,Stand_origin,Stand_age,MMD,Mean_DBH,Mean_height,Stand_density,GSV,Plot_dimension,Sample_size,Method,Tree_numbers,Trees,AGBt,Wood,Bark,Stem,Branch,Leaf,Crown,Reproduction,BGBt,Understory,AGBu,BGBu,Shrub,AGBs,BGBs,Floor,AGBf,BGBf,Liana,DOM,Litterfall,Suspended_branches,Dead_trees,Sources
1,Hubei,Changlinggang Forest Farm,30.8,110.03,1650,9.4,1411,IV,Larix forest,L. kaempferi,Planted,13,Min DBH,15.4,13.8,714,85.709,667,10,Allometry,5,53.177,41.582,NA,NA,28.195,10.223,3.164,13.387,NA,11.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Ai and Shen 2001
2,Hubei,Ganxishan Forest Farm,30.24,108.85,1400,10.3,1320,IV,Cunninghamia forest,C. lanceolata,Planted,24,Min DBH,NA,NA,1590,NA,667,1,Allometry,5,71.3,57.6,NA,NA,45.4,6.8,5.4,12.2,NA,13.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,0,6.9,6.9,0,0,Ai and Zhou 1996
3,Hubei,Ganxishan Forest Farm,30.24,108.85,1400,10.3,1320,IV,Cunninghamia forest,C. lanceolata,Planted,24,Min DBH,NA,NA,1665,NA,667,1,Allometry,5,68.8,52.2,NA,NA,43.8,5,3.4,8.4,NA,16.6,2.7,NA,NA,NA,NA,NA,NA,NA,NA,0,5.1,5.1,0,0,Ai and Zhou 1996
4,Guizhou,Banqiaohe Watershed,28.21,108.18,883,17,1161,III,Pinus forest,P. massoniana,Secondary,11,Min DBH,7.2,6.8,2033,26.736,600,1,Allometry,NA,29.922,25.33,NA,NA,18.036,3.733,3.561,7.294,NA,4.592,2.59,NA,NA,1.438,NA,NA,1.152,NA,NA,0,2.989,2.989,0,0,An et al. 1991
5,Guizhou,Banqiaohe Watershed,28.21,108.18,883,17,1161,III,Pinus forest,P. massoniana,Secondary,21,Min DBH,12.7,14.5,2030,177.115,600,1,Allometry,NA,100.954,85.954,NA,NA,68.919,11.322,5.713,17.035,NA,15,2.59,NA,NA,1.438,NA,NA,1.152,NA,NA,0,2.989,2.989,0,0,An et al. 1991
6,Guizhou,Banqiaohe Watershed,28.21,108.18,883,17,1161,III,Pinus forest,P. massoniana,Secondary,30,Min DBH,15.2,14.4,2120,263.129,600,1,Allometry,NA,155.172,132.538,NA,NA,108.92,16.695,6.923,23.618,NA,22.634,2.59,NA,NA,1.438,NA,NA,1.152,NA,NA,0,2.989,2.989,0,0,An et al. 1991
7,Guizhou,Banqiaohe Watershed,28.21,108.18,980,17,1161,III,Evergreen coniferous mixed forest,Cunninghamia lanceolata & Cupressus funebris,Secondary,32,Min DBH,14.4,13.2,744,88.341,600,1,Allometry,NA,71.093,61.028,NA,NA,49.698,5.252,6.078,11.33,NA,10.065,2.201,NA,NA,0.764,NA,NA,1.437,NA,NA,0,3.213,3.213,0,0,An et al. 1991
8,Guizhou,Banqiaohe Watershed,28.21,108.18,850,17,1161,III,Cupressus forest,C. funebris,Secondary,30,Min DBH,12.1,10,818,47.376,600,1,Allometry,NA,32.724,26.957,NA,NA,20.907,3.354,2.696,6.05,NA,5.767,2.201,NA,NA,0.764,NA,NA,1.437,NA,NA,0,3.213,3.213,0,0,An et al. 1991
9,Heilongjiang,Liangshui Nature Reserve,47.22,128.77,640,0.5,655,V,Larix forest,L. gmelinii,Planted,25,Min DBH,14.3,17,1160,131,1000,1,Allometry,8,NA,117.8,NA,NA,108,7.5,2.3,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Bai and Zhan 1980
10,Inner Mongolia,Guluban Forest Farm,40.76,111.81,1224,5.9,400,II,Pinus forest,P. tabuliformis,Planted,30,Min DBH,8.79,4.94,1419,28.614,400,1,Average,,NA,29.103,10.19,2.419,12.609,8.3,6.622,14.922,1.572,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,0,4.17,4.17,0,0,Bai et al. 2008
11,Inner Mongolia,Guluban Forest Farm,40.76,111.81,1224,5.9,400,II,Pinus forest,P. tabuliformis,Planted,30,Min DBH,7.92,4.76,1722,27.163,400,1,Average,,NA,35.972,13.118,2.879,15.997,10.365,8.368,18.733,1.242,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,0,10.64,10.64,0,0,Bai et al. 2008
12,Inner Mongolia,Guluban Forest Farm,40.76,111.81,1224,5.9,400,II,Pinus forest,P. tabuliformis,Planted,30,Min DBH,7.03,4.27,1828,20.38,400,1,Average,,NA,34.256,11.832,2.556,14.388,9.934,8.598,18.532,1.336,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,0,4.11,4.11,0,0,Bai et al. 2008
13,Inner Mongolia,Guluban Forest Farm,40.76,111.81,1224,5.9,400,II,Pinus forest,P. tabuliformis,Planted,30,Min DBH,6.97,4.65,3189,38.059,400,1,Average,,NA,40.744,14.277,3.973,18.25,10.54,10.54,21.08,1.414,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,0,6.58,6.58,0,0,Bai et al. 2008
14,Inner Mongolia,Guluban Forest Farm,40.76,111.81,1224,5.9,400,II,Pinus forest,P. tabuliformis,Planted,30,Min DBH,8.84,5.31,1329,29.135,400,1,Average,,NA,37.088,12.358,3.368,15.726,11.126,6.409,17.535,3.827,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,0,3.98,3.98,0,0,Bai et al. 2008
15,Inner Mongolia,Guluban Forest Farm,40.76,111.81,1224,5.9,400,II,Pinus forest,P. tabuliformis,Planted,30,Min DBH,9.12,5.65,1429,35.478,400,1,Average,,NA,39.223,14.998,3.578,18.576,11.648,6.806,18.454,2.193,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,0,7.15,7.15,0,0,Bai et al. 2008
16,Inner Mongolia,Guluban Forest Farm,40.76,111.81,1224,5.9,400,II,Pinus forest,P. tabuliformis,Planted,30,Min DBH,8.97,5.87,1994,49.755,400,1,Average,,NA,42.69,18.92,3.9,22.82,12.978,5.633,18.611,1.259,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,0,3.84,3.84,0,0,Bai et al. 2008
17,Inner Mongolia,Guluban Forest Farm,40.76,111.81,1224,5.9,400,II,Pinus forest,P. tabuliformis,Planted,30,Min DBH,7.1,5.26,3950,55.334,400,1,Average,,NA,45.073,23.911,4.675,28.586,9.31,6.234,15.544,0.943,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,0,2.7,2.7,0,0,Bai et al. 2008
18,Heilongjiang,Liangshui Nature Reserve,47.22,128.77,640,0.5,655,V,Betula forest ,B. platyphylla,Secondary,30,Min DBH,12.38,14.7,1590,135.235,1000,1,Allometry,7,NA,94.171,72.86,9.518,82.378,9.417,2.376,11.793,NA,NA,3.321,1.95,1.371,0.673,0.439,0.234,2.648,1.511,1.137,0,8.715,8.715,0,0,Bao 1991
19,Beijing,Xishan Forest Farm,40.01,116.21,300,11,651,II,Quercus forest ,Q. variabilis,Planted,26,Min DBH,NA,NA,2973,NA,600,1,Allometry,10,53.64,43.69,NA,NA,32.16,9.85,1.68,11.53,NA,9.95,4.58,1.48,3.1,3.63,1.33,2.3,0.95,0.15,0.8,0,NA,NA,0,NA,Bao et al. 1984
20,Hebei,Yongning Mountain,39.33,115.35,300,11.9,574,III,Platycladus forest,P. orientalis ,Planted,46,Min DBH,NA,NA,NA,NA,280,22,Average,,66.391,49.66,NA,NA,32.731,9.959,6.971,16.93,NA,16.731,0.663,NA,NA,0.299,NA,NA,0.364,NA,NA,0,2.496,2.496,0,0,Bi et al. 2000
21,Heilongjiang,Liangshui Nature Reserve,47.22,128.77,424,0.5,655,V,Pinus & broadleaved mixed forest,Pinus koraiensis & Phellodendron amurense,Planted,31,Min DBH,10.6,9.9,2200,92.449,600,2,Average,,63.87,58.07,NA,NA,40.46,13.42,4.19,17.61,NA,5.8,1.84,NA,NA,1.02,NA,NA,0.82,NA,NA,0,7.82,5.2,0,2.62,Cai et al. 1991
22,Heilongjiang,Sijiazi Forest Farm,46.23,124.15,147,3.5,432,III,Populus forest,P. xiaohei,Planted,10,Min DBH,19.36,NA,570,NA,400,1,Average,,NA,58.454,NA,NA,46.677,9.194,2.582,11.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Cao et al. 2006
23,Heilongjiang,Sijiazi Forest Farm,46.23,124.15,147,3.5,432,III,Populus forest,P. xiaohei,Planted,10,Min DBH,18.3,NA,520,NA,400,1,Average,,NA,54.293,NA,NA,37.726,12.652,3.916,16.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Cao et al. 2006
24,Heilongjiang,Sijiazi Forest Farm,46.23,124.15,147,3.5,432,III,Populus forest,P. xiaohei,Planted,18,Min DBH,11.65,NA,825,NA,400,1,Average,,NA,29.847,NA,NA,21.77,5.998,2.079,8.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Cao et al. 2006
25,Heilongjiang,Sijiazi Forest Farm,46.23,124.15,147,3.5,432,III,Populus forest,P. xiaohei,Planted,24,Min DBH,18.7,NA,1050,NA,400,1,Average,,NA,102.312,NA,NA,92.663,6.794,2.856,9.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Cao et al. 2006
26,Heilongjiang,Sijiazi Forest Farm,46.23,124.15,147,3.5,432,III,Populus forest,(P. simonii × P. nigra) × P. canadensis cv . ‘A15’,Planted,11,Min DBH,23.37,NA,570,NA,400,1,Average,,NA,72.517,NA,NA,55.62,12.85,4.047,16.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Cao et al. 2006
27,Heilongjiang,Sijiazi Forest Farm,46.23,124.15,147,3.5,432,III,Populus forest,(P. simonii × P. nigra) × P. canadensis cv . ‘A15’,Planted,13,Min DBH,16.9,NA,616,NA,400,1,Average,,NA,43.286,NA,NA,32.697,8.254,2.335,10.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Cao et al. 2006
28,Heilongjiang,Sijiazi Forest Farm,46.23,124.15,147,3.5,432,III,Populus forest,(P. simonii × P. nigra) × P. canadensis cv . ‘A100’,Planted,13,Min DBH,18.6,NA,616,NA,400,1,Average,,NA,39.96,NA,NA,30.628,8.254,1.078,9.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Cao et al. 2006
29,Heilongjiang,Sijiazi Forest Farm,46.23,124.15,147,3.5,432,III,Populus forest,(P. simonii × P. nigra) × P. canadensis cv . ‘A100’,Planted,13,Min DBH,15.32,NA,616,NA,400,1,Average,,NA,26.408,NA,NA,20.784,4.947,0.678,5.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Cao et al. 2006
30,Heilongjiang,Xinjiang Forest Farm,48.05,124.45,210,2.2,455,IV,Populus forest,P. xiaohei,Planted,10,Min DBH,10.28,NA,667,NA,400,1,Average,,NA,11.992,NA,NA,6.783,2.781,2.428,5.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Cao et al. 2006
31,Heilongjiang,Xinjiang Forest Farm,48.05,124.45,210,2.2,455,IV,Populus forest,P. xiaohei,Planted,17,Min DBH,14.79,NA,625,NA,400,1,Average,,NA,30.543,NA,NA,21.318,7.481,1.744,9.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Cao et al. 2006
32,Heilongjiang,Xinjiang Forest Farm,48.05,124.45,210,2.2,455,IV,Populus forest,P. alba × P. berolinensis,Planted,15,Min DBH,20,NA,625,NA,400,1,Average,,NA,78.168,NA,NA,58.831,14.281,5.056,19.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Cao et al. 2006
33,Heilongjiang,Xinjiang Forest Farm,48.05,124.45,210,2.2,455,IV,Populus forest,P. alba × P. berolinensis,Planted,15,Min DBH,19.8,NA,1250,NA,400,1,Average,,NA,158.876,NA,NA,111.113,41.475,6.288,47.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Cao et al. 2006
34,Shanxi,Yancun Watershed,37.56,111.35,1350,8,505,I,Larix forest,L. principis-rupprechtii ,Planted,25,Min DBH,7.47,7.1,4000,58.071,100,3,Allometry,18,NA,41.92,NA,NA,26.323,11.269,4.328,15.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chai et al. 1999
35,Gansu,Sidalong Forest Farm,38.45,99.9,3570,0.6,437,V,Picea forest,P. crassifolia,Primary,123,Min DBH,22.08,19.8,1000,359.109,NA,1,Allometry,13,NA,125.77,77.43,10.81,88.24,26.21,11.32,37.53,NA,NA,25.14,NA,NA,0.8,0.62,0.18,24.34,NA,NA,0,NA,NA,0,NA,Chang et al. 1996
36,Gansu,Sidalong Forest Farm,38.45,99.9,3570,0.6,437,V,Picea forest,P. crassifolia,Primary,130,Min DBH,16.8,16.25,1363,232.558,NA,1,Allometry,13,NA,130.01,79.76,11.61,91.37,26.96,11.68,38.64,NA,NA,25.51,NA,NA,1.17,0.87,0.3,24.34,NA,NA,0,NA,NA,0,NA,Chang et al. 1996
37,Gansu,Sidalong Forest Farm,38.45,99.9,3570,0.6,437,V,Picea forest,P. crassifolia,Primary,147,Min DBH,26.8,20.9,638,356.286,NA,1,Allometry,13,NA,176.2,108.74,14.75,123.49,36.8,15.91,52.71,NA,NA,26.41,NA,NA,2.07,1.57,0.5,24.34,NA,NA,0,NA,NA,0,NA,Chang et al. 1996
38,Gansu,Sidalong Forest Farm,38.45,99.9,3570,0.6,437,V,Picea forest,P. crassifolia,Primary,157,Min DBH,27.2,24.7,700,475.878,NA,1,Allometry,13,NA,246.15,152.12,20.29,172.41,51.49,22.25,73.74,NA,NA,24.91,NA,NA,0.57,0.44,0.13,24.34,NA,NA,0,NA,NA,0,NA,Chang et al. 1996
39,Gansu,Sidalong Forest Farm,38.45,99.9,3570,0.6,437,V,Picea forest,P. crassifolia,Primary,212,Min DBH,19.9,17.1,938,236.302,100,2,Allometry,8,180.48,143.139,84.81,12.17,96.972,28.137,12.435,40.572,5.595,37.341,25.85,NA,NA,1.51,1.18,0.33,24.34,NA,NA,0,12.75,12.75,0,0,Chang et al. 1996; Wang et al. 1998a
40,Gansu,Sidalong Forest Farm,38.45,99.9,2695,0.6,437,V,Sabina forest,S. przewalskii ,Primary,165,Min DBH,25.9,8.3,725,175.108,NA,1,Allometry,13,216.12,159.76,69.66,18.74,88.4,51.34,20.02,71.36,NA,56.36,3.84,2.72,1.12,NA,2.59,NA,NA,0.13,NA,0,NA,NA,0,NA,Chang et al. 1997
41,Gansu,Sidalong Forest Farm,38.45,99.9,2695,0.6,437,V,Sabina forest,S. przewalskii ,Primary,193,Min DBH,29.54,10.4,975,383.84,NA,1,Allometry,13,328.71,241.05,103.94,28.87,132.81,78.37,29.87,108.24,NA,87.66,3.84,2.72,1.12,NA,2.59,NA,NA,0.13,NA,0,NA,NA,0,NA,Chang et al. 1997
42,Gansu,Sidalong Forest Farm,38.45,99.9,2695,0.6,437,V,Sabina forest,S. przewalskii ,Primary,255,Min DBH,38.88,12.75,300,250.827,NA,1,Allometry,13,137.23,101.61,43.96,12.53,56.49,32.47,12.65,45.12,NA,35.62,3.84,2.72,1.12,NA,2.59,NA,NA,0.13,NA,0,NA,NA,0,NA,Chang et al. 1997
43,Gansu,Baihua Forest Farm,34.31,106.34,1950,7.1,852,I,Pinus forest,P. armandii,Primary,32,Min DBH,NA,NA,NA,45.446,450,5,Allometry,42,56.86,46.1,17.04,2.87,19.91,18.61,7.39,26,0.19,10.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chen 1984
44,Gansu,Baihua Forest Farm,34.31,106.34,1700,7.1,852,I,Pinus forest,P. armandii,Primary,34,Min DBH,NA,NA,NA,107.231,450,6,Allometry,42,96.34,80.83,36.74,5.4,42.14,30.87,7.65,38.52,0.17,15.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chen 1984
45,Gansu,Baihua Forest Farm,34.31,106.34,2394,7.1,852,I,Pinus forest,P. armandii,Planted,17,Min DBH,NA,NA,NA,46.252,450,4,Allometry,42,51.73,43.64,16.26,3.16,19.42,18.26,5.69,23.95,0.27,8.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chen 1984
46,Shaanxi,Huoditang Forest Farm,33.43,108.45,2150,8.8,937,V,Pinus forest,P. armandii,Primary,31,Min DBH,NA,NA,NA,77.908,450,3,Allometry,42,60.45,51.12,25.78,3.92,29.7,16.7,4.65,21.35,0.07,9.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chen 1984
47,Shaanxi,Huoditang Forest Farm,33.43,108.45,1875,8.8,937,V,Pinus forest,P. armandii,Primary,30,Min DBH,NA,NA,NA,142.236,450,4,Allometry,42,98.87,84.15,46.31,6.9,53.21,23.56,7.03,30.59,0.35,14.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chen 1984
48,Shaanxi,Huoditang Forest Farm,33.43,108.45,1625,8.8,937,V,Pinus forest,P. armandii,Planted,20,Min DBH,NA,NA,NA,116.413,450,12,Allometry,42,81.32,71,37.84,5.38,43.22,20.35,7.35,27.7,0.08,10.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chen 1984
49,Zhejiang,Jiande Forest Farm,29.55,119.5,50,16.9,1502,II,Cyclobalanopsis forest,C. glauca,Secondary,30,Min DBH,NA,NA,NA,NA,500,4,Allometry,153,107.467,81.965,NA,NA,52.759,21.639,6.485,28.124,1.083,25.502,3.337,0.743,2.594,3.161,0.737,2.424,0.176,0.006,0.17,0,NA,NA,0,NA,Chen 1993
50,Jiangxi,Damaoshan Forest Farm,28.83,117.58,400,17,1900,III,Cunninghamia forest,C. lanceolata,Planted,8,Min DBH,10.5,8.2,1980,74.844,667,1,Average,,NA,37.487,NA,NA,25.079,5.136,7.272,12.408,NA,NA,NA,1.062,NA,NA,0.804,NA,NA,0.258,NA,0,5.82,5.82,0,0,Chen 1996
51,Jiangxi,Damaoshan Forest Farm,28.83,117.58,400,17,1900,III,Castanopsis forest,C. carlesii,Secondary,65,Min DBH,18,14.5,1910,376.68,667,1,Average,,NA,275.739,NA,NA,192.19,74.174,9.375,83.549,NA,NA,NA,6.399,NA,NA,6.371,NA,NA,0.028,NA,1.612,6.434,4.111,0,2.323,Chen 1996
52,Jiangxi,Damaoshan Forest Farm,28.83,117.58,400,17,1900,III,Castanopsis forest,C. fargesii,Planted,8,Min DBH,7.8,8.5,3270,69.344,667,1,Average,,NA,47.302,NA,NA,28.902,12.44,5.96,18.4,NA,NA,NA,0.927,NA,NA,0.498,NA,NA,0.429,NA,0,5,5,0,0,Chen 1996
53,Jiangxi,Jinpenshan Forest Farm,25.33,114.57,400,19.5,1600,III,Cunninghamia forest,C. lanceolata,Planted,14,Min DBH,13.9,10.4,1695,137.183,667,1,Average,,NA,54.97,NA,NA,41.337,8.74,4.892,13.633,NA,NA,NA,3.272,NA,NA,0.977,NA,NA,2.295,NA,0,2.6,2.6,0,0,Chen 1996
54,Jiangxi,Jinpenshan Forest Farm,25.33,114.57,400,19.5,1600,III,Castanopsis forest,C. fordii,Secondary,30,Min DBH,15.3,17.5,1815,284.773,667,1,Average,,NA,164.08,NA,NA,127.326,30.683,6.071,36.754,NA,NA,NA,2.88,NA,NA,2.717,NA,NA,0.163,NA,0,3.402,3.402,0,0,Chen 1996
55,Jiangxi,Jinpenshan Forest Farm,25.33,114.57,400,19.5,1600,III,Castanopsis forest,C. fargesii,Secondary,14,Min DBH,11.6,12.5,1785,118.31,667,1,Average,,NA,88.448,NA,NA,62.179,22.466,3.803,26.269,NA,NA,NA,1.416,NA,NA,1.416,NA,NA,0,NA,0,3.479,3.479,0,0,Chen 1996
56,Hunan,Dilian Forest Farm,26.15,109.7,400,16.3,1468,IV,Cunninghamia forest,C. lanceolata,Planted,6,Min DBH,NA,NA,NA,NA,400,3,Allometry,54,NA,45.5,22.62,7.03,29.65,6.67,9.18,15.85,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,0,1.34,1.34,0,0,Chen 1998
57,Hunan,Dilian Forest Farm,26.15,109.7,400,16.3,1468,IV,Cunninghamia forest,C. lanceolata,Planted,11,Min DBH,NA,NA,NA,NA,400,3,Allometry,54,NA,108.56,61.31,16.55,77.86,12.07,18.63,30.7,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,0,1.9,1.9,0,0,Chen 1998
58,Hunan,Dilian Forest Farm,26.15,109.7,400,16.3,1468,IV,Cunninghamia forest,C. lanceolata,Planted,17,Min DBH,NA,NA,NA,NA,400,3,Allometry,54,NA,155.25,109.21,18.49,127.7,10.04,17.51,27.55,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,0,2.78,2.78,0,0,Chen 1998
59,Hunan,Dilian Forest Farm,26.15,109.7,400,16.3,1468,IV,Cunninghamia forest,C. lanceolata,Planted,21,Min DBH,NA,NA,NA,NA,400,3,Allometry,54,NA,160.8,113.35,17.41,130.76,11.93,18.11,30.04,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,0,5.39,5.39,0,0,Chen 1998
60,Hunan,Dilian Forest Farm,26.15,109.7,400,16.3,1468,IV,Cunninghamia forest,C. lanceolata,Planted,27,Min DBH,NA,NA,NA,NA,400,3,Allometry,54,NA,249.48,185.87,29.11,214.98,17.34,17.16,34.5,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,0,6.91,6.91,0,0,Chen 1998
61,Fujian,Huangfang Township,26.98,116.88,400,16.8,1950,IV,Alniphyllum forest,A. fortunei ,Planted,17,1,15.37,12.2,2150,233.927,500,6,Allometry,30,NA,167.249,NA,NA,115.09,35.131,17.028,52.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chen 2000
62,Fujian,Biqing Forest Farm,25.3,118.35,485,19.5,1700,III,Fokienia forest,F. hodginsii,Planted,10,Min DBH,9.21,6.31,2390,79.83,400,4,Average,,63.933,50.501,NA,NA,33.436,9.942,7.122,17.065,NA,13.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.211,3.211,0,0,Chen 2001
63,Fujian,Biqing Forest Farm,25.3,118.35,485,19.5,1700,III,Schima forest,S. superba,Planted,10,Min DBH,8.62,8.38,2358,61.31,400,4,Average,,77.083,59.587,NA,NA,36.549,13.299,9.739,23.038,NA,17.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chen 2001
64,Fujian,Biqing Forest Farm,25.3,118.35,485,19.5,1700,III,Fokienia & broadleaved mixed forest,Fokienia hodginsii & Schima superba,Planted,10,Min DBH,9.9,7.81,2350,104.51,400,4,Average,,82.399,65.034,NA,NA,43.759,12.784,8.491,21.275,NA,17.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.321,5.321,0,0,Chen 2001
65,Fujian,Zhengfang Township,26.71,117.71,663,19.1,1746,IV,Castanopsis forest,C. carlesii,Secondary,8,2,4.7,6.4,10048,64.8,2500,1,Average,,NA,41.4,NA,NA,31.9,6.6,2.9,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chen 2005
66,Fujian,Zhengfang Township,26.71,117.71,663,19.1,1746,IV,Castanopsis forest,C. carlesii,Secondary,6,2,4.2,7,11133,63.5,2500,1,Average,,NA,42.9,NA,NA,32.8,5.3,4.8,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chen 2005
67,Fujian,Fenggang Township,26.38,117.79,215,20,1627,III,Fokienia forest,F. hodginsii f. columnaris,Planted,16,Min DBH,12.9,8.26,2595,131.307,600,3,Average,,114.42,96.26,NA,NA,77.36,9.52,9.38,18.9,NA,18.16,6.93,NA,NA,4.86,NA,NA,2.07,NA,NA,0,NA,NA,0,NA,Chen 2006a
68,Fujian,Fenggang Township,26.38,117.79,215,20,1627,III,Fokienia forest,F. hodginsii,Planted,16,Min DBH,13.4,7.72,2150,118.25,600,3,Average,,103.61,83.35,NA,NA,64.52,10.4,8.43,18.83,NA,20.26,9.7,NA,NA,6.48,NA,NA,3.22,NA,NA,0,NA,NA,0,NA,Chen 2006a
69,Fujian,Siqian Township,27.85,117.53,405,17.6,2025,III,Cunninghamia forest,C. lanceolata,Planted,14,Min DBH,10.87,8.06,2950,113.28,625,4,Average,,NA,53.08,NA,NA,33.34,12.04,7.7,19.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.211,3.211,0,0,Chen 2006b
70,Fujian,Siqian Township,27.85,117.53,405,17.6,2025,III,Sassafras forest,S. tzumu,Planted,14,Min DBH,9,10.8,2895,105.38,625,4,Average,,NA,38.18,NA,NA,20.2,9.64,8.34,17.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.102,6.102,0,0,Chen 2006b
71,Fujian,Siqian Township,27.85,117.53,405,17.6,2025,III,Cunninghamia & broadleaved mixed forest,Cunninghamia lanceolata & Sassafras tzumu,Planted,14,Min DBH,11.31,10.28,3000,160.2,625,4,Average,,NA,65.67,NA,NA,41.94,13.11,10.62,23.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.083,6.083,0,0,Chen 2006b
72,Fujian,Fenggang Township,26.38,117.79,430,20,1627,III,Castanopsis forest,C. fissa,Planted,15,Min DBH,18.5,12.2,692,110.789,400,1,Average,,101.06,83.26,NA,NA,56.78,20.67,5.81,26.48,NA,17.8,2.81,NA,NA,2.18,NA,NA,0.63,NA,NA,0,NA,NA,0,NA,Chen 2006c
73,Fujian,Fenggang Township,26.38,117.79,400,20,1627,III,Castanopsis forest,C. fissa,Planted,15,Min DBH,19.3,14.8,725,152.54,400,1,Average,,108.34,86.67,NA,NA,59.32,21.05,6.3,27.35,NA,21.67,2.96,NA,NA,2.31,NA,NA,0.65,NA,NA,0,NA,NA,0,NA,Chen 2006c
74,Inner Mongolia,Baiyin'aobao Nature Reserve,43.52,117.22,1300,-1.6,404,IV,Picea forest,P. koraiensis,Primary,106,Min DBH,15.92,10.32,765,91.4,2000,1,Allometry,9,97.681,70.27,NA,NA,45.14,16.87,7.83,24.7,0.43,27.411,11.63,10.09,1.54,6.12,5.6,0.52,5.51,4.49,1.02,0,25.4,21.2,1.28,2.92,Chen and Chen 1980
75,Shaanxi,Huoditang Forest Farm,33.43,108.45,2100,8.8,937,V,Picea forest,P. wilsonii,Primary,47,Min DBH,NA,NA,NA,197.605,600,NA,Allometry,NA,133.25,119.51,59.08,7.75,66.83,29.96,22.72,52.68,NA,13.74,2.765,1.518,1.247,NA,1.414,NA,NA,0.104,NA,0,40.42,40.42,0,0,Chen and Peng 1996
76,Shaanxi,Huoditang Forest Farm,33.43,108.45,1750,8.8,937,V,Pinus forest,P. tabuliformis,Secondary,30,Min DBH,NA,NA,NA,157.358,600,NA,Allometry,NA,107.9,93.71,53.16,6.5,59.66,24.45,9,33.45,0.6,14.19,5.105,3.231,1.874,NA,2.655,NA,NA,0.576,NA,0,18.62,18.62,0,0,Chen and Peng 1996
