ID,Province,Study_site,Latitude,Longitude,Altitude,MAT,MAP,Soil_fertility,Forest_type,Dominant_species,Stand_origin,Stand_age,MMD,Mean_DBH,Mean_height,Stand_density,GSV,Plot_dimension,Sample_size,Method,Tree_numbers,Trees,AGBt,Wood,Bark,Stem,Branch,Leaf,Crown,Reproduction,BGBt,Understory,AGBu,BGBu,Shrub,AGBs,BGBs,Floor,AGBf,BGBf,Liana,DOM,Litterfall,Suspended_branches,Dead_trees,Sources
77,Shaanxi,Huoditang Forest Farm,33.43,108.45,1950,8.8,937,V,Pinus forest,P. armandii,Primary,30,Min DBH,NA,NA,NA,116.754,600,NA,Allometry,NA,84.72,71.96,38.41,5.71,44.12,21.3,6.28,27.58,0.26,12.76,4.957,3.04,1.917,NA,2.826,NA,NA,0.214,NA,0,29.42,29.42,0,0,Chen and Peng 1996
78,Shaanxi,Huoditang Forest Farm,33.43,108.45,2000,8.8,937,V,Betula forest ,B. albosinensis,Secondary,50,Min DBH,NA,NA,NA,133.379,600,NA,Allometry,NA,109.3,92.27,59.08,10.59,69.67,20.14,2.34,22.48,0.12,17.03,4.551,2.155,2.396,NA,2.037,NA,NA,0.118,NA,0,NA,NA,0,NA,Chen and Peng 1996
79,Shaanxi,Huoditang Forest Farm,33.43,108.45,1725,8.8,937,V,Quercus forest ,Q. aliena var. acutiserrata,Secondary,32,Min DBH,NA,NA,NA,229.031,1500,NA,Allometry,NA,231.91,185.78,124.48,15.62,140.1,39.32,6.24,45.56,0.12,46.13,5.031,2.112,2.919,NA,1.778,NA,NA,0.334,NA,0,10.06,10.06,0,0,Chen and Peng 1996
80,Heilongjiang,Maorshan Forest Farm,45.28,127.52,369,2.6,649,V,Quercus forest ,Q. mongolica ,Secondary,32,3,13.2,14.5,1960,156.4,1000,1,Average,,192.469,151.796,NA,NA,135.054,13.2,3.494,16.694,0.048,40.673,16.682,NA,NA,NA,NA,NA,NA,NA,NA,0,13.816,6.882,3.657,3.277,Chen et al. 1982
81,Heilongjiang,Maorshan Forest Farm,45.28,127.52,480,2.6,649,V,Deciduous broadleaved mixed forest,"Populus davidiana, Phellodendron amurense, Juglans mandshurica & Tilia amurensis",Secondary,31,3,12,14.6,1590,120.5,1000,1,Average,,99.616,65.36,NA,NA,56.188,7.292,1.796,9.088,0.084,34.256,17.228,NA,NA,NA,NA,NA,NA,NA,NA,0,22.192,14.652,1.272,6.267,Chen et al. 1982
82,Heilongjiang,Maorshan Forest Farm,45.28,127.52,480,2.6,649,V,Deciduous broadleaved mixed forest,Fraxinus mandshurica & Juglans mandshurica,Secondary,28,3,11.6,11,1170,75.3,1000,1,Average,,91.761,62.802,NA,NA,49.013,9.614,4.09,13.704,0.085,28.959,6.006,NA,NA,NA,NA,NA,NA,NA,NA,0,11.036,8.658,1.553,0.825,Chen et al. 1982
83,Heilongjiang,Maorshan Forest Farm,45.28,127.52,480,2.6,649,V,Deciduous broadleaved mixed forest,"Tilia amurensis, Populus davidiana, Juglans mandshurica, Ulmus davidiana var. japonica, etc.",Secondary,37,3,15.4,15.6,1050,149.8,1000,1,Average,,134.438,99.342,NA,NA,80.189,15.65,3.315,18.965,0.188,35.096,10.855,NA,NA,NA,NA,NA,NA,NA,NA,0,19.308,11.972,4.128,3.208,Chen et al. 1982
84,Beijing,Xishan Forest Farm,40.01,116.21,325,11,651,II,Pinus forest,P. tabuliformis,Planted,28,2,7.37,4.25,1700,20.733,600,1,Allometry,16,NA,24.706,NA,NA,14.066,6.069,4.571,10.64,NA,NA,8.95,2.65,6.3,8.21,2.385,5.825,0.74,0.265,0.475,0,NA,NA,0,NA,Chen et al. 1984
85,Beijing,Xishan Forest Farm,40.01,116.21,325,11,651,II,Pinus forest,P. tabuliformis,Planted,28,2,8.38,5.5,1700,34.689,600,1,Allometry,16,NA,36.012,NA,NA,19.623,9.505,6.884,16.389,NA,NA,6.22,2.628,3.592,5.45,2.282,3.168,0.77,0.346,0.424,0,NA,NA,0,NA,Chen et al. 1984
86,Beijing,Xishan Forest Farm,40.01,116.21,200,11,651,II,Platycladus forest,P. orientalis ,Planted,31,2,5.57,4.04,3050,16.584,400,1,Allometry,10,NA,27.29,NA,NA,15.56,6.57,5.16,11.73,NA,NA,7.17,2.2,4.97,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Chen et al. 1986a
87,Beijing,Xishan Forest Farm,40.01,116.21,180,11,651,II,Robinia forest,R. pseudoacacia ,Planted,31,2,8.3,7,1750,31.859,400,1,Allometry,10,NA,41.02,NA,NA,28.45,11.6,0.97,12.57,NA,NA,24.426,13.707,10.719,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Chen et al. 1986b
88,Shanxi,Pangquangou Nature Reserve,37.83,111.44,1830,3.5,700,V,Larix forest,L. principis-rupprechtii ,Primary,42,Min DBH,17.62,20,1429,255,NA,1,Allometry,NA,213.5,186.24,NA,NA,167.66,14.78,3.8,18.58,NA,27.26,20.28,13.88,6.4,14.68,10.93,3.75,5.6,2.95,2.65,0,20.34,20.34,0,0,Chen et al. 1991
89,Shanxi,Pangquangou Nature Reserve,37.83,111.44,1720,3.5,700,V,Larix forest,L. principis-rupprechtii ,Primary,22,Min DBH,12.92,13.55,2178,142,NA,1,Allometry,NA,92.88,80.57,NA,NA,64.02,11.63,4.92,16.55,NA,12.31,9.01,5.11,3.9,2.8,1.82,0.98,6.07,3.2,2.87,0,18.513,18.513,0,0,Chen et al. 1991
90,Shanxi,Pangquangou Nature Reserve,37.83,111.44,2000,3.5,700,V,Larix forest,L. principis-rupprechtii ,Primary,36,Min DBH,16.14,19.8,1650,284,NA,1,Allometry,NA,188.51,164.32,NA,NA,143.87,11.71,8.74,20.45,NA,24.19,0.98,0.51,0.47,0,0,0,0.98,0.51,0.47,0,16.88,16.88,0,0,Chen et al. 1991
91,Shanxi,Pangquangou Nature Reserve,37.83,111.44,2260,3.5,700,V,Larix forest,L. principis-rupprechtii ,Primary,35,Min DBH,14.72,15.8,2670,287,NA,1,Allometry,NA,189.99,162.96,NA,NA,144.61,14.25,4.1,18.35,NA,27.03,3.77,2.07,1.7,0.29,0.26,0.03,3.48,1.81,1.67,0,29.773,29.773,0,0,Chen et al. 1991
92,Guangdong,Heishiding Nature Reserve,23.52,111.87,380,19.6,1744,II,Evergreen broadleaved mixed forest,"Ixonanthes reticulata, Artocarpus styracifolius, Ormosia glaberrima & Cryptocarya concinna",Secondary,100,Min DBH,NA,NA,NA,NA,3300,1,Allometry,45,353.521,281.177,NA,NA,221.099,45.2,14.878,60.078,NA,72.344,4.456,3.283,1.173,3.812,2.784,1.028,0.644,0.499,0.145,0,NA,NA,0,NA,Chen et al. 1993
93,Fujian,Laizhou Forest Farm,26.63,117.95,350,19.4,1800,III,Pinus forest,P. massoniana,Planted,30,Min DBH,23.5,18.6,930,332.28,NA,3,Average,,340.74,301.47,NA,NA,268.31,30.26,2.9,33.16,NA,39.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chen et al. 1994
94,Fujian,Laizhou Forest Farm,26.63,117.95,350,19.4,1800,III,Pinus forest,P. massoniana,Planted,30,Min DBH,22.5,19.8,1095,383.16,NA,3,Average,,330.95,289.46,NA,NA,259.38,27.73,2.35,30.08,NA,41.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chen et al. 1994
95,Fujian,Laizhou Forest Farm,26.63,117.95,350,19.4,1800,III,Pinus forest,P. massoniana,Planted,30,Min DBH,19.8,17.4,1350,329.31,NA,3,Average,,240.79,207.51,NA,NA,194.4,11.58,1.53,13.11,NA,33.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chen et al. 1994
96,Fujian,Laizhou Forest Farm,26.63,117.95,350,19.4,1800,III,Pinus forest,P. massoniana,Planted,30,Min DBH,16.2,17,1845,303.34,NA,3,Average,,169.11,142,NA,NA,134.01,6.99,1,7.99,NA,27.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chen et al. 1994
97,Guangdong,Maijin Forest Farm,21.14,110.06,24,23.5,1329,II,Eucalyptus forest,E. leizhou No.1,Planted,4.5,Min DBH,7.1,10.21,3080,59.188,670,3,Average,,NA,43.938,31.51,5.982,37.492,3.736,2.71,6.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chen et al. 1995
98,Shaanxi,Yingtou Forest Farm,34.15,107.83,1315,9.4,589,II,Quercus forest ,Q. aliena var. acutiserrata,Planted,40,Min DBH,NA,NA,1072,499.605,1500,3,Allometry,23,515.745,442.605,332.436,60.312,392.748,44.625,5.232,49.857,NA,73.14,5.031,2.112,2.919,NA,1.778,NA,NA,0.334,NA,0,6,6,0,0,Chen et al. 1996a
99,Shaanxi,Huoditang Forest Farm,33.43,108.45,1785,8.8,937,V,Quercus forest ,Q. aliena var. acutiserrata,Secondary,40,Min DBH,NA,NA,2650,305.605,1500,8,Allometry,145,365.289,298.697,211.794,39.634,251.428,42.739,4.53,47.269,NA,66.592,9.47,4.16,5.31,NA,3.77,NA,NA,0.39,NA,0,10.89,10.89,0,0,Chen et al. 1996a
100,Hunan,Huitong Forest Region,26.78,109.63,400,17.4,1284,III,Evergreen broadleaved mixed forest,Engelhardtia roxburghiana & Schima superba,Secondary,28,Min DBH,14.6,12.7,1530,166.014,667,1,Allometry,15,152.83,129.31,NA,NA,91.8,28.03,9.48,37.51,NA,23.52,3.59,NA,NA,NA,NA,NA,NA,NA,NA,0,9.5,9.5,0,0,Chen et al. 1996b
101,Zhejiang,Xiaocang Township,28.88,121.32,300,17.1,1450,III,Pinus forest,P. massoniana,Planted,28,Min DBH,14.95,12.75,990,93.37,625,NA,Allometry,9,NA,73.298,NA,NA,59.496,7.25,6.551,13.801,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Chen et al. 1998
102,Fujian,Youxi Forest Region,26.1,118.2,260,18.2,1625,III,Altingia forest,A. gracilipes,Planted,26,Min DBH,21.98,15.5,650,183.04,400,2,Average,,131.736,105.248,69.147,8.112,77.259,22.243,5.746,27.989,NA,26.488,1.26,NA,NA,NA,NA,NA,NA,NA,NA,0,2.31,2.31,0,0,Chen et al. 2000a
103,Fujian,Yongping Township,25.28,116.12,615,19.4,1694,III,Cunninghamia forest,C. lanceolata,Planted,10,Min DBH,6.06,6.17,4500,54.6,667,3,Average,,63.25,47.53,NA,NA,31.55,8.687,7.293,15.98,NA,15.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chen et al. 2000b
104,Fujian,Wenjiao Township,26.25,116.8,490,17,1794,III,Cunninghamia forest,C. lanceolata,Planted,10,Min DBH,7.13,NA,3025,43.26,400,3,Average,,33.36,22.2,NA,NA,13.31,3.51,5.38,8.89,NA,11.16,1.43,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Chen et al. 2001a
105,Fujian,Wenjiao Township,26.25,116.8,490,17,1794,III,Taiwania forest,T. flousiana,Planted,10,Min DBH,8.25,NA,2925,61.13,400,3,Average,,57.57,43.53,NA,NA,22.23,10.27,11.03,21.3,NA,14.04,1.03,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Chen et al. 2001a
106,Fujian,Wenjiao Township,26.25,116.8,490,17,1794,III,Evergreen coniferous mixed forest,Cunninghamia lanceolata & Taiwania flousiana,Planted,10,Min DBH,8.64,NA,3000,70.66,400,3,Average,,59.47,44.02,NA,NA,22.86,9.71,11.45,21.16,NA,15.45,0.78,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Chen et al. 2001a
107,Fujian,Wenjiao Township,26.25,116.8,490,17,1794,III,Taiwania & broadleaved mixed forest,"Taiwania flousiana, Cunninghamia lanceolata & Sassafras tzumu",Planted,10,Min DBH,9,NA,3050,87.59,400,3,Average,,84.36,66.24,NA,NA,38.01,12.96,15.27,28.23,NA,18.12,0.69,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,Chen et al. 2001a
108,Hunan,Dalin Township,27.74,113.54,150,17.6,1432,II,Pinus forest,P. massoniana,Planted,16,Min DBH,10.62,10.5,2250,99.404,667,2,Allometry,9,79.47,65.4,40.81,6.81,47.62,12.27,5.51,17.78,NA,14.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chen et al. 2001b
109,Hunan,Dalin Township,27.74,113.54,150,17.6,1432,II,Pinus forest,P. massoniana,Planted,16,Min DBH,9.18,8.3,2680,69.933,667,2,Allometry,9,56.61,46.65,29.57,5.58,35.15,7.99,3.51,11.5,NA,9.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chen et al. 2001b
110,Hunan,Dalin Township,27.74,113.54,150,17.6,1432,II,Pinus forest,P. massoniana,Planted,16,Min DBH,8.36,7.7,3225,64.747,667,2,Allometry,9,53.05,43.47,27.72,5.56,33.28,7.1,3.09,10.19,NA,9.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Chen et al. 2001b
111,Yunnan,Puwen Forest Farm,22.43,101.09,1300,20.1,1655,III,Betula forest ,B. alnoides,Planted,7,Min DBH,NA,NA,NA,NA,400,3,Average,,52.37,44.5,NA,NA,40.2,2.63,1.67,4.3,NA,7.87,6.08,3.21,2.87,2.68,1.67,1.01,3.4,1.54,1.86,0,10.74,10.74,0,0,Chen et al. 2002
112,Yunnan,Puwen Forest Farm,22.43,101.09,1300,20.1,1655,III,Deciduous broadleaved mixed forest,Betula alnoides & Paramichelia baillonii,Planted,7,Min DBH,NA,NA,NA,NA,400,3,Average,,64.14,47.78,NA,NA,41.92,4.67,1.19,5.86,NA,16.36,17.98,9.06,8.92,16.5,8.27,8.23,1.48,0.79,0.69,0,5.21,5.21,0,0,Chen et al. 2002
113,Yunnan,Puwen Forest Farm,22.43,101.09,1300,20.1,1655,III,Deciduous broadleaved mixed forest,Betula alnoides & Altingia excelsa,Planted,7,Min DBH,NA,NA,NA,NA,400,3,Average,,82.65,68.89,NA,NA,59.03,6.44,3.42,9.86,NA,13.76,11.11,4.65,6.46,4.21,2.03,2.18,6.9,2.62,4.28,0,8.48,8.48,0,0,Chen et al. 2002
114,Yunnan,Puwen Forest Farm,22.43,101.09,1300,20.1,1655,III,Acacia forest,A. mangium,Planted,7,Min DBH,NA,NA,NA,NA,400,3,Average,,92.49,85.81,NA,NA,47.71,34.45,3.65,38.1,NA,6.68,5.93,3.11,2.82,5.58,2.89,2.69,0.35,0.22,0.13,0,14.26,14.26,0,0,Chen et al. 2002
115,Yunnan,Puwen Forest Farm,22.43,101.09,1300,20.1,1655,III,Altingia forest,A. excelsa,Planted,7,Min DBH,NA,NA,NA,NA,400,3,Average,,83.79,68.7,NA,NA,56.06,8.5,4.14,12.64,NA,15.09,2.09,0.61,1.48,1.53,0.36,1.17,0.56,0.25,0.31,0,13.39,13.39,0,0,Chen et al. 2002
116,Yunnan,Puwen Forest Farm,22.43,101.09,1300,20.1,1655,III,Paramichelia forest,P. baillonii,Planted,7,Min DBH,NA,NA,NA,NA,400,3,Average,,51.61,34.58,NA,NA,29.52,4.59,0.47,5.06,NA,17.03,3.98,2.69,1.29,3.71,2.52,1.19,0.27,0.17,0.1,0,10.15,10.15,0,0,Chen et al. 2002
117,Fujian,Xinkou Forest Farm,26.16,117.54,295,19.8,1604,III,Cunninghamia forest,C. lanceolata,Planted,33,4,23.3,21.89,1117,425.91,200,5,Allometry,12,237.3,188.2,148.1,27.5,175.6,8.8,3.8,12.6,NA,49.1,4.5,NA,NA,2,NA,NA,2.5,NA,NA,0,3.8,3.8,0,0,Chen et al. 2005a
118,Fujian,Xinkou Forest Farm,26.16,117.54,300,19.8,1604,III,Fokienia forest,F. hodginsii,Planted,33,4,21.6,21.4,1000,379.57,200,5,Allometry,12,223.9,186.8,142.9,19.6,162.5,19.9,4.4,24.3,NA,37.1,3.5,NA,NA,1.7,NA,NA,1.8,NA,NA,0,3.2,3.2,0,0,Chen et al. 2005a
119,Fujian,Xinkou Forest Farm,26.16,117.54,360,19.8,1604,III,Castanopsis forest,C. kawakamii,Primary,150,4,42.2,24.3,255,398.31,200,5,Allometry,32,512.5,412.9,261.1,19.4,280.5,118.3,14.1,132.4,NA,99.6,11,NA,NA,10.1,NA,NA,0.9,NA,NA,0,31.1,10.3,0,20.8,Chen et al. 2005a
120,Fujian,Xinkou Forest Farm,26.16,117.54,300,19.8,1604,III,Castanopsis forest,C. kawakamii,Planted,33,4,24.2,18.9,875,412.43,200,5,Allometry,12,379.8,312,201.8,17.2,219,80.4,12.6,93,NA,67.8,1.1,NA,NA,0.8,NA,NA,0.3,NA,NA,0,7.8,7.8,0,0,Chen et al. 2005a
121,Fujian,Xinkou Forest Farm,26.16,117.54,250,19.8,1604,III,Ormosia forest,O. xylocarpa,Planted,33,4,17.15,18.37,1117,209.01,200,5,Allometry,11,223.2,196.9,109,11.4,120.4,70.6,5.9,76.5,NA,26.3,9.8,NA,NA,8.7,NA,NA,1.1,NA,NA,0,7.8,7.8,0,0,Chen et al. 2005a
122,Guangxi,Dongmen Forest Farm,22.33,107.84,150,21.8,1200,III,Eucalyptus forest,E. urophylla × E. grandis,Planted,3.6,Min DBH,NA,NA,NA,NA,667,1,Allometry,12,42.18,35.41,26.97,3.79,30.76,3.09,1.56,4.65,NA,6.77,7.96,5.77,2.19,NA,NA,NA,NA,NA,NA,0,10.1,10.1,0,0,Chen et al. 2005b
123,Guangxi,Dongmen Forest Farm,22.33,107.84,150,21.8,1200,III,Eucalyptus forest,E. urophylla × E. grandis,Planted,3.6,Min DBH,NA,NA,NA,NA,667,1,Allometry,12,57.19,48.14,36.6,5.05,41.65,4.31,2.18,6.49,NA,9.05,4.68,3.84,0.84,NA,NA,NA,NA,NA,NA,0,7.19,7.19,0,0,Chen et al. 2005b
124,Guangxi,Dongmen Forest Farm,22.33,107.84,150,21.8,1200,III,Eucalyptus forest,E. urophylla × E. grandis,Planted,3.6,Min DBH,NA,NA,NA,NA,667,1,Allometry,12,42.94,36,27.45,3.9,31.35,3.09,1.56,4.65,NA,6.94,9.04,6.21,2.83,NA,NA,NA,NA,NA,NA,0,7.5,7.5,0,0,Chen et al. 2005b
125,Guangxi,Dongmen Forest Farm,22.33,107.84,150,21.8,1200,III,Eucalyptus forest,E. urophylla × E. grandis,Planted,3.6,Min DBH,NA,NA,NA,NA,667,1,Allometry,12,45.75,39.09,29.76,4.2,33.96,3.39,1.74,5.13,NA,6.66,2.92,2.21,0.71,NA,NA,NA,NA,NA,NA,0,7.47,7.47,0,0,Chen et al. 2005b
126,Guangxi,Dongmen Forest Farm,22.33,107.84,150,21.8,1200,III,Eucalyptus forest,E. urophylla × E. grandis,Planted,3.6,Min DBH,NA,NA,NA,NA,667,1,Allometry,12,42.82,35.77,27.32,3.97,31.29,2.98,1.5,4.48,NA,7.05,3.08,2.27,0.81,NA,NA,NA,NA,NA,NA,0,6.95,6.95,0,0,Chen et al. 2005b
127,Guangxi,Dongmen Forest Farm,22.33,107.84,150,21.8,1200,III,Eucalyptus forest,E. urophylla × E. grandis,Planted,3.6,Min DBH,NA,NA,NA,NA,667,1,Allometry,12,43.04,36.05,27.51,3.93,31.44,3.06,1.55,4.61,NA,6.99,3.49,2.58,0.91,NA,NA,NA,NA,NA,NA,0,7.69,7.69,0,0,Chen et al. 2005b
128,Guangxi,Dongmen Forest Farm,22.33,107.84,150,21.8,1200,III,Eucalyptus forest,E. urophylla × E. grandis,Planted,3.6,Min DBH,NA,NA,NA,NA,667,1,Allometry,12,65.27,55.2,41.81,5.58,47.39,5.19,2.62,7.81,NA,10.07,1.99,1.63,0.36,NA,NA,NA,NA,NA,NA,0,5.38,5.38,0,0,Chen et al. 2005b
129,Guangxi,Dongmen Forest Farm,22.33,107.84,150,21.8,1200,III,Eucalyptus forest,E. urophylla × E. grandis,Planted,3.6,Min DBH,NA,NA,NA,NA,667,1,Allometry,12,62.75,53.11,40.19,5.32,45.51,5.05,2.55,7.6,NA,9.64,2.97,2.51,0.46,NA,NA,NA,NA,NA,NA,0,3.15,3.15,0,0,Chen et al. 2005b
130,Guangxi,Dongmen Forest Farm,22.33,107.84,150,21.8,1200,III,Eucalyptus forest,E. urophylla × E. grandis,Planted,3.6,Min DBH,NA,NA,NA,NA,667,1,Allometry,12,71.73,60.59,45.96,6.19,52.15,5.61,2.83,8.44,NA,11.14,2.48,2.07,0.41,NA,NA,NA,NA,NA,NA,0,4.06,4.06,0,0,Chen et al. 2005b
131,Fujian,Lumatou Forest Farm,27,117.87,550,18.5,1880,III,Cunninghamia forest,C. lanceolata,Planted,5,Min DBH,7.33,5,3075,35.25,400,3,Average,,43.993,34.44,13.53,2.952,16.482,7.257,10.701,17.958,NA,9.553,1.625,NA,NA,NA,NA,NA,NA,NA,NA,0,1.091,0.825,0.266,0,Cheng et al. 1996; Fan et al. 1996ab; Liao et al. 1996
132,Fujian,Lumatou Forest Farm,27,117.87,550,18.5,1880,III,Cunninghamia forest,C. lanceolata,Planted,5,Min DBH,6.3,4.4,2580,20.25,400,3,Average,,29.499,23.075,8.024,2.141,10.165,4.515,8.395,12.91,NA,6.424,0.738,NA,NA,NA,NA,NA,NA,NA,NA,0,0.87,0.563,0.307,0,Cheng et al. 1996; Fan et al. 1996ab; Liao et al. 1996
133,Fujian,Lumatou Forest Farm,27,117.87,550,18.5,1880,III,Cunninghamia forest,C. lanceolata,Planted,5,Min DBH,5.57,3.8,3030,18,400,3,Average,,22.483,15.423,6.121,1.545,7.666,2.303,5.454,7.757,NA,7.06,0.069,NA,NA,NA,NA,NA,NA,NA,NA,0,0.213,0.063,0.15,0,Cheng et al. 1996; Fan et al. 1996ab; Liao et al. 1996
134,Fujian,Lumatou Forest Farm,27,117.87,550,18.5,1880,III,Cunninghamia forest,C. lanceolata,Planted,10,Min DBH,13.01,9.2,2505,186.6,400,3,Average,,99.688,81.001,50.401,8.981,59.382,10.271,11.348,21.619,NA,18.687,0.1,NA,NA,NA,NA,NA,NA,NA,NA,0,13.151,0.551,12.6,0,Cheng et al. 1996; Fan et al. 1996ab; Liao et al. 1996
135,Fujian,Lumatou Forest Farm,27,117.87,550,18.5,1880,III,Cunninghamia forest,C. lanceolata,Planted,10,Min DBH,10.5,7.9,2745,122.1,400,3,Average,,81.17,64.124,34.313,7.302,41.615,10.651,11.858,22.509,NA,17.046,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0,8.035,0.515,7.52,0,Cheng et al. 1996; Fan et al. 1996ab; Liao et al. 1996
136,Fujian,Lumatou Forest Farm,27,117.87,550,18.5,1880,III,Cunninghamia forest,C. lanceolata,Planted,10,Min DBH,8.77,6.7,3000,80.7,400,3,Average,,61.5,46.47,22.89,5.85,28.74,8.37,9.36,17.73,NA,15.03,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,6.86,2.9,3.96,0,Cheng et al. 1996; Fan et al. 1996ab; Liao et al. 1996
137,Fujian,Lumatou Forest Farm,27,117.87,550,18.5,1880,III,Cunninghamia forest,C. lanceolata,Planted,15,Min DBH,16.82,13.7,1770,277.5,400,3,Average,,126.012,103.068,68.552,13.487,82.039,12.178,8.851,21.029,NA,22.944,1.836,NA,NA,NA,NA,NA,NA,NA,NA,0,5.627,2.862,2.765,0,Cheng et al. 1996; Fan et al. 1996ab; Liao et al. 1996
138,Fujian,Lumatou Forest Farm,27,117.87,550,18.5,1880,III,Cunninghamia forest,C. lanceolata,Planted,15,Min DBH,14.83,12,1545,174.75,400,3,Average,,88.748,72.34,45.086,9.625,54.711,10.259,7.37,17.629,NA,16.408,1.338,NA,NA,NA,NA,NA,NA,NA,NA,0,4.979,3.288,1.691,0,Cheng et al. 1996; Fan et al. 1996ab; Liao et al. 1996
139,Fujian,Lumatou Forest Farm,27,117.87,550,18.5,1880,III,Cunninghamia forest,C. lanceolata,Planted,15,Min DBH,13.59,9.8,1920,159.75,400,3,Average,,86.495,68.025,43.104,10.81,53.914,7.68,6.431,14.111,NA,18.47,0.713,NA,NA,NA,NA,NA,NA,NA,NA,0,5.76,4.888,0.872,0,Cheng et al. 1996; Fan et al. 1996ab; Liao et al. 1996
140,Fujian,Lumatou Forest Farm,27,117.87,550,18.5,1880,III,Cunninghamia forest,C. lanceolata,Planted,19,Min DBH,19.47,16.4,1260,324.2,400,3,Average,,131.671,111.259,80.766,14.276,95.042,9.589,6.628,16.217,NA,20.412,2.238,NA,NA,NA,NA,NA,NA,NA,NA,0,6.799,3.9,2.899,0,Cheng et al. 1996; Fan et al. 1996ab; Liao et al. 1996
141,Fujian,Lumatou Forest Farm,27,117.87,550,18.5,1880,III,Cunninghamia forest,C. lanceolata,Planted,19,Min DBH,17.21,15.1,1635,302.25,400,3,Average,,130.452,110.293,74.409,16.608,91.017,11.461,7.815,19.276,NA,20.159,1.775,NA,NA,NA,NA,NA,NA,NA,NA,0,7.191,4.575,2.616,0,Cheng et al. 1996; Fan et al. 1996ab; Liao et al. 1996
142,Fujian,Lumatou Forest Farm,27,117.87,550,18.5,1880,III,Cunninghamia forest,C. lanceolata,Planted,19,Min DBH,13.61,10.2,2520,185.22,400,3,Average,,116.953,91.753,58.086,15.12,73.206,10.105,8.442,18.547,NA,25.2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,7.47,6.075,1.395,0,Cheng et al. 1996; Fan et al. 1996ab; Liao et al. 1996
143,Gansu,Xiaolongshan Forest Region,34.16,105.54,1730,9.7,629,III,Abies-Picea forest,A. chensiensis & P. asperata,Planted,40,Min DBH,NA,NA,NA,143.525,600,47,Allometry,57,94.373,81.594,46.233,6.281,52.513,20.661,8.42,29.081,NA,12.779,1.579,0.945,0.634,1.375,0.824,0.551,0.204,0.122,0.083,0,0.534,0.534,0,0,Cheng etal. 2007
144,Gansu,Xiaolongshan Forest Region,34.16,105.54,2597,9.7,629,III,Larix forest,L. kaempferi,Planted,36.5,Min DBH,NA,NA,NA,91.045,600,120,Allometry,80,67.371,55.436,39.197,6.179,45.377,9.244,0.815,10.06,NA,11.935,1.628,0.907,0.721,1.362,0.803,0.559,0.266,0.103,0.163,0,0,0,0,0,Cheng etal. 2007
145,Gansu,Xiaolongshan Forest Region,34.16,105.54,1745,9.7,629,III,Pinus forest,P. tabuliformis,Planted,42,Min DBH,NA,NA,NA,92.942,600,118,Allometry,121,60.698,49.552,29.833,5.24,35.073,9.731,4.749,14.48,NA,11.146,1.215,0.737,0.478,0.988,0.669,0.319,0.227,0.068,0.158,0,0.53,0.53,0,0,Cheng etal. 2007
146,Gansu,Xiaolongshan Forest Region,34.16,105.54,1745,9.7,629,III,Pinus forest,P. armandii,Planted,35.5,Min DBH,NA,NA,NA,91.874,600,83,Allometry,86,67.979,61.578,32.702,5.296,37.998,19.674,3.906,23.581,NA,6.4,1.566,0.863,0.703,1.369,0.815,0.554,0.197,0.048,0.149,0,0.525,0.525,0,0,Cheng etal. 2007
147,Gansu,Xiaolongshan Forest Region,34.16,105.54,2400,9.7,629,III,Deciduous broadleaved mixed forest,Populus davidiana & Betula platyphylla,Secondary,38,Min DBH,NA,NA,NA,89.402,600,98,Allometry,105,75.383,60.967,39.72,5.432,45.152,13.571,2.245,15.816,NA,14.416,1.579,0.945,0.634,1.375,0.824,0.551,0.204,0.122,0.083,0,0.475,0.475,0,0,Cheng etal. 2007
